id	Name	Joined	boolean1	boolean2	boolean3	boolean4	boolean5	address	decimal
2446	Dave 2446	02/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8143.08
2447	Dave 2447	03/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8146.41
2448	Dave 2448	04/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8149.74
2449	Dave 2449	05/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8153.07
2450	Dave 2450	06/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8156.4
2451	Dave 2451	07/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8159.73
2452	Dave 2452	08/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8163.06
2453	Dave 2453	09/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8166.39
2454	Dave 2454	10/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8169.72
2455	Dave 2455	11/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8173.05
2456	Dave 2456	12/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8176.38
2457	Dave 2457	13/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8179.71
2458	Dave 2458	14/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8183.04
2459	Dave 2459	15/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8186.37
2460	Dave 2460	16/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8189.7
2461	Dave 2461	17/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8193.03
2462	Dave 2462	18/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8196.36
2463	Dave 2463	19/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8199.69
2464	Dave 2464	20/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8203.02
2465	Dave 2465	21/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8206.35
2466	Dave 2466	22/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8209.68
2467	Dave 2467	23/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8213.01
2468	Dave 2468	24/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8216.34
2469	Dave 2469	25/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8219.67
2470	Dave 2470	26/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8223
2471	Dave 2471	27/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8226.33
2472	Dave 2472	28/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8229.66
2473	Dave 2473	29/04/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8232.99
2474	Dave 2474	30/04/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8236.32
2475	Dave 2475	01/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8239.65
2476	Dave 2476	02/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8242.98
2477	Dave 2477	03/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8246.31
2478	Dave 2478	04/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8249.64
2479	Dave 2479	05/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8252.97
2480	Dave 2480	06/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8256.3
2481	Dave 2481	07/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8259.63
2482	Dave 2482	08/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8262.96
2483	Dave 2483	09/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8266.29
2484	Dave 2484	10/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8269.62
2485	Dave 2485	11/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8272.95
2486	Dave 2486	12/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8276.28
2487	Dave 2487	13/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8279.61
2488	Dave 2488	14/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8282.94
2489	Dave 2489	15/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8286.27
2490	Dave 2490	16/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8289.6
2491	Dave 2491	17/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8292.93
2492	Dave 2492	18/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8296.26
2493	Dave 2493	19/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8299.59
2494	Dave 2494	20/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8302.92
2495	Dave 2495	21/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8306.25
2496	Dave 2496	22/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8309.58
2497	Dave 2497	23/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8312.91
2498	Dave 2498	24/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8316.24
2499	Dave 2499	25/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8319.57
2500	Dave 2500	26/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8322.9
2501	Dave 2501	27/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8326.23
2502	Dave 2502	28/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8329.56
2503	Dave 2503	29/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8332.89
2504	Dave 2504	30/05/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8336.22
2505	Dave 2505	31/05/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8339.55
2506	Dave 2506	01/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8342.88
2507	Dave 2507	02/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8346.21
2508	Dave 2508	03/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8349.54
2509	Dave 2509	04/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8352.87
2510	Dave 2510	05/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8356.2
2511	Dave 2511	06/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8359.53
2512	Dave 2512	07/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8362.86
2513	Dave 2513	08/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8366.19
2514	Dave 2514	09/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8369.52
2515	Dave 2515	10/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8372.85
2516	Dave 2516	11/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8376.18
2517	Dave 2517	12/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8379.51
2518	Dave 2518	13/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8382.84
2519	Dave 2519	14/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8386.17
2520	Dave 2520	15/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8389.5
2521	Dave 2521	16/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8392.83
2522	Dave 2522	17/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8396.16
2523	Dave 2523	18/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8399.49
2524	Dave 2524	19/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8402.82
2525	Dave 2525	20/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8406.15
2526	Dave 2526	21/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8409.48
2527	Dave 2527	22/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8412.81
2528	Dave 2528	23/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8416.14
2529	Dave 2529	24/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8419.47
2530	Dave 2530	25/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8422.8
2531	Dave 2531	26/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8426.13
2532	Dave 2532	27/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8429.46
2533	Dave 2533	28/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8432.79
2534	Dave 2534	29/06/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8436.12
2535	Dave 2535	30/06/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8439.45
2536	Dave 2536	01/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8442.78
2537	Dave 2537	02/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8446.11
2538	Dave 2538	03/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8449.44
2539	Dave 2539	04/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8452.77
2540	Dave 2540	05/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8456.1
2541	Dave 2541	06/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8459.43
2542	Dave 2542	07/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8462.76
2543	Dave 2543	08/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8466.09
2544	Dave 2544	09/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8469.42
2545	Dave 2545	10/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8472.75
2546	Dave 2546	11/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8476.08
2547	Dave 2547	12/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8479.41
2548	Dave 2548	13/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8482.74
2549	Dave 2549	14/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8486.07
2550	Dave 2550	15/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8489.4
2551	Dave 2551	16/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8492.73
2552	Dave 2552	17/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8496.06
2553	Dave 2553	18/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8499.39
2554	Dave 2554	19/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8502.72
2555	Dave 2555	20/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8506.05
2556	Dave 2556	21/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8509.38
2557	Dave 2557	22/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8512.71
2558	Dave 2558	23/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8516.04
2559	Dave 2559	24/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8519.37
2560	Dave 2560	25/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8522.7
2561	Dave 2561	26/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8526.03
2562	Dave 2562	27/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8529.36
2563	Dave 2563	28/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8532.69
2564	Dave 2564	29/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8536.02
2565	Dave 2565	30/07/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8539.35
2566	Dave 2566	31/07/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8542.68
2567	Dave 2567	01/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8546.01
2568	Dave 2568	02/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8549.34
2569	Dave 2569	03/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8552.67
2570	Dave 2570	04/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8556
2571	Dave 2571	05/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8559.33
2572	Dave 2572	06/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8562.66
2573	Dave 2573	07/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8565.99
2574	Dave 2574	08/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8569.32
2575	Dave 2575	09/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8572.65
2576	Dave 2576	10/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8575.98
2577	Dave 2577	11/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8579.31
2578	Dave 2578	12/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8582.64
2579	Dave 2579	13/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8585.97
2580	Dave 2580	14/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8589.3
2581	Dave 2581	15/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8592.63
2582	Dave 2582	16/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8595.96
2583	Dave 2583	17/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8599.29
2584	Dave 2584	18/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8602.62
2585	Dave 2585	19/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8605.95
2586	Dave 2586	20/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8609.28
2587	Dave 2587	21/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8612.61
2588	Dave 2588	22/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8615.94
2589	Dave 2589	23/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8619.27
2590	Dave 2590	24/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8622.6
2591	Dave 2591	25/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8625.93
2592	Dave 2592	26/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8629.26
2593	Dave 2593	27/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8632.59
2594	Dave 2594	28/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8635.92
2595	Dave 2595	29/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8639.25
2596	Dave 2596	30/08/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8642.58
2597	Dave 2597	31/08/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8645.91
2598	Dave 2598	01/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8649.24
2599	Dave 2599	02/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8652.57
2600	Dave 2600	03/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8655.9
2601	Dave 2601	04/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8659.23
2602	Dave 2602	05/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8662.56
2603	Dave 2603	06/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8665.89
2604	Dave 2604	07/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8669.22
2605	Dave 2605	08/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8672.55
2606	Dave 2606	09/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8675.88
2607	Dave 2607	10/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8679.21
2608	Dave 2608	11/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8682.54
2609	Dave 2609	12/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8685.87
2610	Dave 2610	13/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8689.2
2611	Dave 2611	14/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8692.53
2612	Dave 2612	15/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8695.86
2613	Dave 2613	16/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8699.19
2614	Dave 2614	17/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8702.52
2615	Dave 2615	18/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8705.85
2616	Dave 2616	19/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8709.18
2617	Dave 2617	20/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8712.51
2618	Dave 2618	21/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8715.84
2619	Dave 2619	22/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8719.17
2620	Dave 2620	23/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8722.5
2621	Dave 2621	24/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8725.83
2622	Dave 2622	25/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8729.16
2623	Dave 2623	26/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8732.49
2624	Dave 2624	27/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8735.82
2625	Dave 2625	28/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8739.15
2626	Dave 2626	29/09/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8742.48
2627	Dave 2627	30/09/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8745.81
2628	Dave 2628	01/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8749.14
2629	Dave 2629	02/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8752.47
2630	Dave 2630	03/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8755.8
2631	Dave 2631	04/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8759.13
2632	Dave 2632	05/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8762.46
2633	Dave 2633	06/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8765.79
2634	Dave 2634	07/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8769.12
2635	Dave 2635	08/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8772.45
2636	Dave 2636	09/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8775.78
2637	Dave 2637	10/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8779.11
2638	Dave 2638	11/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8782.44
2639	Dave 2639	12/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8785.77
2640	Dave 2640	13/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8789.1
2641	Dave 2641	14/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8792.43
2642	Dave 2642	15/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8795.76
2643	Dave 2643	16/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8799.09
2644	Dave 2644	17/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8802.42
2645	Dave 2645	18/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8805.75
2646	Dave 2646	19/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8809.08
2647	Dave 2647	20/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8812.41
2648	Dave 2648	21/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8815.74
2649	Dave 2649	22/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8819.07
2650	Dave 2650	23/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8822.4
2651	Dave 2651	24/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8825.73
2652	Dave 2652	25/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8829.06
2653	Dave 2653	26/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8832.39
2654	Dave 2654	27/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8835.72
2655	Dave 2655	28/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8839.05
2656	Dave 2656	29/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8842.38
2657	Dave 2657	30/10/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8845.71
2658	Dave 2658	31/10/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8849.04
2659	Dave 2659	01/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8852.37
2660	Dave 2660	02/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8855.7
2661	Dave 2661	03/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8859.03
2662	Dave 2662	04/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8862.36
2663	Dave 2663	05/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8865.69
2664	Dave 2664	06/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8869.02
2665	Dave 2665	07/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8872.35
2666	Dave 2666	08/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8875.68
2667	Dave 2667	09/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8879.01
2668	Dave 2668	10/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8882.34
2669	Dave 2669	11/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8885.67
2670	Dave 2670	12/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8889
2671	Dave 2671	13/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8892.33
2672	Dave 2672	14/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8895.66
2673	Dave 2673	15/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8898.99
2674	Dave 2674	16/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8902.32
2675	Dave 2675	17/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8905.65
2676	Dave 2676	18/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8908.98
2677	Dave 2677	19/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8912.31
2678	Dave 2678	20/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8915.64
2679	Dave 2679	21/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8918.97
2680	Dave 2680	22/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8922.3
2681	Dave 2681	23/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8925.63
2682	Dave 2682	24/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8928.96
2683	Dave 2683	25/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8932.29
2684	Dave 2684	26/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8935.62
2685	Dave 2685	27/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8938.95
2686	Dave 2686	28/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8942.28
2687	Dave 2687	29/11/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8945.61
2688	Dave 2688	30/11/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8948.94
2689	Dave 2689	01/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8952.27
2690	Dave 2690	02/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8955.6
2691	Dave 2691	03/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8958.93
2692	Dave 2692	04/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8962.26
2693	Dave 2693	05/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8965.59
2694	Dave 2694	06/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8968.92
2695	Dave 2695	07/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8972.25
2696	Dave 2696	08/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8975.58
2697	Dave 2697	09/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8978.91
2698	Dave 2698	10/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8982.24
2699	Dave 2699	11/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8985.57
2700	Dave 2700	12/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8988.9
2701	Dave 2701	13/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8992.23
2702	Dave 2702	14/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	8995.56
2703	Dave 2703	15/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	8998.89
2704	Dave 2704	16/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	9002.22
2705	Dave 2705	17/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	9005.55
2706	Dave 2706	18/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	9008.88
2707	Dave 2707	19/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	9012.21
2708	Dave 2708	20/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	9015.54
2709	Dave 2709	21/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	9018.87
2710	Dave 2710	22/12/2028	FALSE	TRUE	FALSE	TRUE	FALSE	Hindhead	9022.2
2711	Dave 2711	23/12/2028	TRUE	FALSE	TRUE	FALSE	TRUE	Guildford	9025.53
